jobset,unit_id,coder_id,status,variable,value,time_question,time_answer
All,9334,128,DONE,relevant-3,Yes,2023-11-21T19:17:10.769Z,2023-11-21T19:17:12.896Z
All,1129,128,DONE,relevant-1,No (or unclear),2023-11-21T19:17:13.626Z,2023-11-21T19:18:20.208Z
All,1129,128,DONE,relevant-2,IRRELEVANT,,
All,1129,128,DONE,relevant-3,IRRELEVANT,,
All,10351,128,DONE,relevant-1,No (or unclear),2023-11-21T19:18:21.000Z,2023-11-21T19:19:47.021Z
All,10351,128,DONE,relevant-2,IRRELEVANT,,
All,10351,128,DONE,relevant-3,IRRELEVANT,,
All,878,128,DONE,relevant-1,Yes,2023-11-23T09:05:59.165Z,2023-11-23T09:07:23.418Z
All,878,128,DONE,relevant-2,Methodological paper,2023-11-23T09:07:23.930Z,2023-11-23T09:07:28.046Z
All,878,128,DONE,relevant-3,Yes,2023-11-23T09:07:28.252Z,2023-11-23T09:07:29.241Z
All,id,120,DONE,welcome,8d694ab036a6b69ef17ede2fe831160b486c5879,2023-11-23T07:16:49.706Z,2023-11-23T07:17:03.426Z
All,1017,120,DONE,relevant-1,Yes,2023-11-23T07:17:06.506Z,2023-11-23T07:18:14.148Z
All,1017,120,DONE,relevant-2,Empirical study,2023-11-23T07:18:14.657Z,2023-11-23T07:21:49.694Z
All,1017,120,DONE,relevant-3,Yes,2023-11-23T07:21:49.960Z,2023-11-23T07:22:25.379Z
All,8952,120,DONE,relevant-1,Yes,2023-11-23T07:22:26.184Z,2023-11-23T07:23:12.639Z
All,8952,120,DONE,relevant-2,Empirical study,2023-11-23T07:23:13.130Z,2023-11-23T07:23:15.664Z
All,8952,120,DONE,relevant-3,Yes,2023-11-23T07:23:15.934Z,2023-11-23T07:23:19.577Z
All,4780,120,DONE,relevant-1,Yes,2023-11-23T07:23:20.377Z,2023-11-23T07:27:18.640Z
All,4780,120,DONE,relevant-2,Empirical study,2023-11-23T07:27:19.170Z,2023-11-23T07:27:40.097Z
All,4780,120,DONE,relevant-3,No (or unclear),2023-11-23T07:27:40.390Z,2023-11-23T07:27:49.785Z
All,12428,120,DONE,relevant-1,Yes,2023-11-27T07:47:26.056Z,2023-11-27T07:48:10.867Z
All,12428,120,DONE,relevant-2,Empirical study,2023-11-27T07:48:11.323Z,2023-11-27T07:48:13.863Z
All,12428,120,DONE,relevant-3,Yes,2023-11-27T07:48:14.096Z,2023-11-27T07:48:17.825Z
All,10001,128,DONE,relevant-1,Yes,2023-11-23T13:34:42.254Z,2023-11-23T13:39:52.051Z
All,10001,128,DONE,relevant-2,Empirical study,2023-11-23T13:39:52.582Z,2023-11-23T13:39:53.742Z
All,10001,128,DONE,relevant-3,Yes,2023-11-23T13:39:53.988Z,2023-11-23T13:39:54.942Z
All,id,119,DONE,welcome,0574709bc2c40bb2e26b9bbbdb25c523f782c9a8,2023-11-23T10:43:17.769Z,2023-11-23T10:43:32.578Z
All,1017,119,DONE,relevant-1,Yes,2023-11-23T10:43:35.612Z,2023-11-23T10:52:55.974Z
All,1017,119,DONE,relevant-2,Methodological paper,2023-11-23T10:52:56.556Z,2023-11-23T11:12:18.508Z
All,1017,119,DONE,relevant-3,Yes,2023-11-23T11:12:19.067Z,2023-11-23T11:12:36.441Z
All,id,130,DONE,welcome,353d7e7a45b41af3ee82b4837a2a864c4975d17e,2023-11-23T10:51:57.296Z,2023-11-23T10:56:29.956Z
All,1017,130,DONE,relevant-1,Yes,2023-11-23T10:56:31.591Z,2023-11-23T10:58:47.468Z
All,1017,130,DONE,relevant-2,Methodological paper,2023-11-23T10:58:47.833Z,2023-11-23T10:58:55.844Z
All,1017,130,DONE,relevant-3,Yes,2023-11-23T10:58:56.031Z,2023-11-23T10:59:03.817Z
All,8952,130,DONE,relevant-1,Yes,2023-11-23T10:59:04.435Z,2023-11-23T11:00:02.840Z
All,8952,130,DONE,relevant-2,Methodological paper,2023-11-23T11:00:03.213Z,2023-11-23T11:00:09.960Z
All,8952,130,DONE,relevant-3,Yes,2023-11-23T11:00:10.141Z,2023-11-23T11:00:33.375Z
All,4780,130,DONE,relevant-1,No (or unclear),2023-11-23T11:00:33.992Z,2023-11-23T11:49:31.819Z
All,4780,130,DONE,relevant-2,IRRELEVANT,,
All,4780,130,DONE,relevant-3,IRRELEVANT,,
All,8952,119,DONE,relevant-1,Yes,2023-11-23T11:12:37.134Z,2023-11-23T11:14:57.873Z
All,8952,119,DONE,relevant-2,Methodological paper,2023-11-23T11:14:58.255Z,2023-11-23T11:15:01.291Z
All,8952,119,DONE,relevant-3,Yes,2023-11-23T11:15:01.508Z,2023-11-23T11:15:09.990Z
All,4780,119,DONE,relevant-1,No (or unclear),2023-11-23T11:15:10.658Z,2023-11-23T11:17:08.555Z
All,4780,119,DONE,relevant-2,IRRELEVANT,,
All,4780,119,DONE,relevant-3,IRRELEVANT,,
All,12428,119,DONE,relevant-1,Yes,2023-11-23T11:17:09.351Z,2023-11-23T11:29:08.474Z
All,12428,119,DONE,relevant-2,Methodological paper,2023-11-23T11:29:09.053Z,2023-11-23T11:29:11.075Z
All,12428,119,DONE,relevant-3,Yes,2023-11-23T11:29:11.282Z,2023-11-23T11:29:15.125Z
All,11514,119,DONE,relevant-1,Yes,2023-11-23T11:29:15.791Z,2023-11-23T11:31:11.360Z
All,11514,119,DONE,relevant-2,Methodological paper,2023-11-23T11:31:11.730Z,2023-11-23T11:31:13.026Z
All,11514,119,DONE,relevant-3,Yes,2023-11-23T11:31:13.225Z,2023-11-23T11:31:15.226Z
All,15727,119,DONE,relevant-1,Yes,2023-11-23T11:31:15.906Z,2023-11-23T11:33:07.561Z
All,15727,119,DONE,relevant-2,Methodological paper,2023-11-23T11:33:07.934Z,2023-11-23T11:33:09.544Z
All,15727,119,DONE,relevant-3,Yes,2023-11-23T11:33:09.748Z,2023-11-23T11:33:11.761Z
All,12641,119,DONE,relevant-1,No (or unclear),2023-11-23T11:33:12.426Z,2023-11-23T11:35:06.098Z
All,12641,119,DONE,relevant-2,IRRELEVANT,,
All,12641,119,DONE,relevant-3,IRRELEVANT,,
All,9698,119,DONE,relevant-1,Yes,2023-11-23T11:35:06.885Z,2023-11-23T11:39:56.652Z
All,9698,119,DONE,relevant-2,Methodological paper,2023-11-23T11:39:57.239Z,2023-11-23T11:39:59.052Z
All,9698,119,DONE,relevant-3,Yes,2023-11-23T11:39:59.263Z,2023-11-23T11:40:03.285Z
All,4054,119,DONE,relevant-1,Yes,2023-11-23T11:40:03.948Z,2023-11-23T11:41:48.853Z
All,4054,119,DONE,relevant-2,Methodological paper,2023-11-23T11:41:49.222Z,2023-11-23T11:41:50.353Z
All,4054,119,DONE,relevant-3,Yes,2023-11-23T11:41:50.553Z,2023-11-23T11:42:03.252Z
All,14110,119,DONE,relevant-1,Yes,2023-11-23T11:42:03.915Z,2023-11-23T11:46:04.792Z
All,14110,119,DONE,relevant-2,Methodological paper,2023-11-23T11:46:05.333Z,2023-11-23T11:46:09.792Z
All,14110,119,DONE,relevant-3,Yes,2023-11-23T11:46:09.989Z,2023-11-23T11:46:19.341Z
All,15098,119,DONE,relevant-1,Yes,2023-11-23T11:46:19.979Z,2023-11-23T11:49:03.341Z
All,15098,119,DONE,relevant-2,Methodological paper,2023-11-23T11:49:03.720Z,2023-11-23T11:49:04.774Z
All,15098,119,DONE,relevant-3,Yes,2023-11-23T11:49:04.996Z,2023-11-23T11:49:06.925Z
All,10162,119,DONE,relevant-1,Yes,2023-11-23T11:49:07.586Z,2023-11-23T11:50:31.992Z
All,10162,119,DONE,relevant-2,Methodological paper,2023-11-23T11:50:32.362Z,2023-11-23T11:50:33.425Z
All,10162,119,DONE,relevant-3,Yes,2023-11-23T11:50:33.628Z,2023-11-23T11:50:34.793Z
All,12428,130,DONE,relevant-1,Yes,2023-11-23T11:49:32.663Z,2023-11-23T11:51:16.530Z
All,12428,130,DONE,relevant-2,Empirical study,2023-11-23T11:51:50.533Z,2023-11-23T11:52:01.717Z
All,12428,130,DONE,relevant-3,No (or unclear),2023-11-23T11:52:01.897Z,2023-11-23T11:52:03.362Z
All,1301,119,DONE,relevant-1,Yes,2023-11-23T11:50:35.459Z,2023-11-23T11:51:55.076Z
All,1301,119,DONE,relevant-2,Overview,2023-11-23T11:51:55.445Z,2023-11-23T11:52:40.777Z
All,1301,119,DONE,relevant-3,IRRELEVANT,,
All,11514,130,DONE,relevant-1,Yes,2023-11-23T11:52:03.977Z,2023-11-23T11:52:21.747Z
All,11514,130,DONE,relevant-2,Empirical study,2023-11-23T11:52:22.101Z,2023-11-23T11:52:25.485Z
All,11514,130,DONE,relevant-3,Yes,2023-11-23T11:52:25.664Z,2023-11-23T11:52:27.579Z
All,15727,130,DONE,relevant-1,Yes,2023-11-23T11:52:28.198Z,2023-11-23T11:52:59.204Z
All,15727,130,DONE,relevant-2,Methodological paper,2023-11-23T11:52:59.551Z,2023-11-23T11:53:04.635Z
All,15727,130,DONE,relevant-3,Yes,2023-11-23T11:53:04.822Z,2023-11-23T11:53:11.563Z
All,9778,119,DONE,relevant-1,No (or unclear),2023-11-23T11:52:56.287Z,2023-11-23T11:53:57.062Z
All,9778,119,DONE,relevant-2,IRRELEVANT,,
All,9778,119,DONE,relevant-3,IRRELEVANT,,
All,12641,130,DONE,relevant-1,Yes,2023-11-23T11:53:12.183Z,2023-11-23T11:54:00.940Z
All,12641,130,DONE,relevant-2,Methodological paper,2023-11-23T11:54:01.286Z,2023-11-23T11:54:24.436Z
All,12641,130,DONE,relevant-3,No (or unclear),2023-11-23T11:54:48.722Z,2023-11-23T11:54:52.669Z
All,1800,119,DONE,relevant-1,Yes,2023-11-23T11:53:58.412Z,2023-11-23T11:55:29.496Z
All,1800,119,DONE,relevant-2,Empirical study,2023-11-23T11:55:29.884Z,2023-11-23T11:55:32.130Z
All,1800,119,DONE,relevant-3,Yes,2023-11-23T11:55:32.345Z,2023-11-23T11:55:50.079Z
All,9698,130,DONE,relevant-1,Yes,2023-11-23T11:54:53.284Z,2023-11-23T11:55:13.260Z
All,9698,130,DONE,relevant-2,Methodological paper,2023-11-23T11:55:13.605Z,2023-11-23T11:55:22.557Z
All,9698,130,DONE,relevant-3,Yes,2023-11-23T11:55:22.736Z,2023-11-23T11:55:24.060Z
All,4054,130,DONE,relevant-1,Yes,2023-11-23T11:55:24.678Z,2023-11-23T11:56:13.341Z
All,4054,130,DONE,relevant-2,Methodological paper,2023-11-23T11:56:13.686Z,2023-11-23T11:56:18.341Z
All,4054,130,DONE,relevant-3,Yes,2023-11-23T11:56:18.521Z,2023-11-23T11:56:22.957Z
All,14854,119,DONE,relevant-1,Yes,2023-11-23T11:55:50.748Z,2023-11-23T11:57:20.815Z
All,14854,119,DONE,relevant-2,Methodological paper,2023-11-23T11:57:21.197Z,2023-11-23T11:57:23.481Z
All,14854,119,DONE,relevant-3,Yes,2023-11-23T11:57:23.692Z,2023-11-23T11:57:39.249Z
All,14110,130,DONE,relevant-1,No (or unclear),2023-11-23T11:56:23.575Z,2023-11-23T11:56:50.085Z
All,14110,130,DONE,relevant-2,IRRELEVANT,,
All,14110,130,DONE,relevant-3,IRRELEVANT,,
All,15098,130,DONE,relevant-1,Yes,2023-11-23T11:56:50.812Z,2023-11-23T11:57:26.445Z
All,15098,130,DONE,relevant-2,Methodological paper,2023-11-23T11:57:26.790Z,2023-11-23T11:57:45.285Z
All,15098,130,DONE,relevant-3,Yes,2023-11-23T11:57:45.467Z,2023-11-23T11:58:47.376Z
All,11874,119,DONE,relevant-1,Yes,2023-11-23T11:57:39.914Z,2023-11-23T11:58:56.149Z
All,11874,119,DONE,relevant-2,Methodological paper,2023-11-23T11:58:56.518Z,2023-11-23T11:58:58.385Z
All,11874,119,DONE,relevant-3,Yes,2023-11-23T11:58:58.600Z,2023-11-23T11:59:00.049Z
All,10162,130,DONE,relevant-1,Yes,2023-11-23T11:59:13.132Z,2023-11-23T11:59:30.614Z
All,10162,130,DONE,relevant-2,Methodological paper,2023-11-23T11:59:30.991Z,2023-11-23T11:59:32.390Z
All,10162,130,DONE,relevant-3,Yes,2023-11-23T11:59:32.570Z,2023-11-23T11:59:33.214Z
All,9334,119,DONE,relevant-1,Yes,2023-11-23T11:59:00.720Z,2023-11-23T12:00:33.776Z
All,9334,119,DONE,relevant-2,Methodological paper,2023-11-23T12:00:34.147Z,2023-11-23T12:00:35.342Z
All,9334,119,DONE,relevant-3,Yes,2023-11-23T12:00:35.549Z,2023-11-23T12:00:37.242Z
All,1301,130,DONE,relevant-1,Yes,2023-11-23T11:59:33.831Z,2023-11-23T12:00:04.230Z
All,1301,130,DONE,relevant-2,Methodological paper,2023-11-23T12:00:04.584Z,2023-11-23T12:00:05.430Z
All,1301,130,DONE,relevant-3,Yes,2023-11-23T12:00:05.611Z,2023-11-23T12:00:09.470Z
All,9778,130,DONE,relevant-1,No (or unclear),2023-11-23T12:00:10.381Z,2023-11-23T12:01:00.182Z
All,9778,130,DONE,relevant-2,IRRELEVANT,,
All,9778,130,DONE,relevant-3,IRRELEVANT,,
All,1129,119,DONE,relevant-1,Yes,2023-11-23T12:00:37.905Z,2023-11-23T12:02:02.409Z
All,1129,119,DONE,relevant-2,Methodological paper,2023-11-23T12:02:02.790Z,2023-11-23T12:02:04.175Z
All,1129,119,DONE,relevant-3,Yes,2023-11-23T12:02:04.386Z,2023-11-23T12:02:05.459Z
All,1800,130,DONE,relevant-1,Yes,2023-11-23T12:01:00.901Z,2023-11-23T12:01:33.238Z
All,1800,130,DONE,relevant-2,Empirical study,2023-11-23T12:01:33.604Z,2023-11-23T12:01:34.447Z
All,1800,130,DONE,relevant-3,Yes,2023-11-23T12:01:34.626Z,2023-11-23T12:01:36.198Z
All,14854,130,DONE,relevant-1,Yes,2023-11-23T12:01:36.818Z,2023-11-23T12:02:11.263Z
All,14854,130,DONE,relevant-2,Methodological paper,2023-11-23T12:02:11.607Z,2023-11-23T12:02:12.518Z
All,14854,130,DONE,relevant-3,Yes,2023-11-23T12:02:12.699Z,2023-11-23T12:02:13.759Z
All,10351,119,DONE,relevant-1,No (or unclear),2023-11-24T11:32:20.144Z,2023-11-24T11:36:43.001Z
All,10351,119,DONE,relevant-2,IRRELEVANT,,
All,10351,119,DONE,relevant-3,IRRELEVANT,,
All,11874,130,DONE,relevant-1,Yes,2023-11-23T12:02:14.372Z,2023-11-23T12:02:55.511Z
All,11874,130,DONE,relevant-2,Methodological paper,2023-11-23T12:02:55.869Z,2023-11-23T12:02:57.095Z
All,11874,130,DONE,relevant-3,Yes,2023-11-23T12:02:57.274Z,2023-11-23T12:02:58.511Z
All,9334,130,DONE,relevant-1,Yes,2023-11-23T12:02:59.128Z,2023-11-23T12:03:46.072Z
All,9334,130,DONE,relevant-2,Empirical study,2023-11-23T12:03:46.453Z,2023-11-23T12:03:54.200Z
All,9334,130,DONE,relevant-3,Yes,2023-11-23T12:03:54.384Z,2023-11-23T12:03:56.704Z
All,1129,130,DONE,relevant-1,Yes,2023-11-23T12:03:57.317Z,2023-11-23T12:05:45.202Z
All,1129,130,DONE,relevant-2,Methodological paper,2023-11-23T12:05:45.556Z,2023-11-23T12:06:40.187Z
All,1129,130,DONE,relevant-3,Yes,2023-11-23T12:06:40.375Z,2023-11-23T12:06:45.346Z
All,10351,130,DONE,relevant-1,No (or unclear),2023-11-23T12:06:45.961Z,2023-11-23T12:07:11.979Z
All,10351,130,DONE,relevant-2,IRRELEVANT,,
All,10351,130,DONE,relevant-3,IRRELEVANT,,
All,878,130,DONE,relevant-1,Yes,2023-11-23T12:07:12.688Z,2023-11-23T12:07:46.004Z
All,878,130,DONE,relevant-2,Methodological paper,2023-11-23T12:07:46.350Z,2023-11-23T12:07:48.540Z
All,878,130,DONE,relevant-3,Yes,2023-11-23T12:07:48.721Z,2023-11-23T12:07:49.484Z
All,10001,130,DONE,relevant-1,Yes,2023-11-23T12:07:50.110Z,2023-11-23T12:08:21.308Z
All,10001,130,DONE,relevant-2,Methodological paper,2023-11-23T12:08:21.668Z,2023-11-23T12:08:22.572Z
All,10001,130,DONE,relevant-3,Yes,2023-11-23T12:08:22.751Z,2023-11-23T12:08:23.668Z
All,8694,130,DONE,relevant-1,Yes,2023-11-23T12:08:24.287Z,2023-11-23T12:08:54.276Z
All,8694,130,DONE,relevant-2,Methodological paper,2023-11-23T12:08:54.621Z,2023-11-23T12:08:56.732Z
All,8694,130,DONE,relevant-3,Yes,2023-11-23T12:08:56.915Z,2023-11-23T12:08:57.668Z
All,6029,130,DONE,relevant-1,Yes,2023-11-23T12:08:58.290Z,2023-11-23T12:09:16.900Z
All,6029,130,DONE,relevant-2,Methodological paper,2023-11-23T12:09:17.264Z,2023-11-23T12:09:18.228Z
All,6029,130,DONE,relevant-3,Yes,2023-11-23T12:09:18.423Z,2023-11-23T12:09:19.284Z
All,6633,130,DONE,relevant-1,Yes,2023-11-23T12:09:19.904Z,2023-11-23T12:10:05.069Z
All,6633,130,DONE,relevant-2,Methodological paper,2023-11-23T12:10:05.424Z,2023-11-23T12:10:06.773Z
All,6633,130,DONE,relevant-3,Yes,2023-11-23T12:10:06.959Z,2023-11-23T12:10:08.277Z
All,15018,130,DONE,relevant-1,Yes,2023-11-23T12:10:08.892Z,2023-11-23T12:10:31.909Z
All,15018,130,DONE,relevant-2,Overview,2023-11-23T12:10:32.270Z,2023-11-23T12:10:33.541Z
All,15018,130,DONE,relevant-3,IRRELEVANT,,
All,5076,130,DONE,relevant-1,Yes,2023-11-23T12:10:34.160Z,2023-11-23T12:11:41.125Z
All,5076,130,DONE,relevant-2,Methodological paper,2023-11-23T12:11:41.482Z,2023-11-23T12:11:42.141Z
All,5076,130,DONE,relevant-3,Yes,2023-11-23T12:11:42.328Z,2023-11-23T12:11:43.261Z
All,13358,130,DONE,relevant-1,Yes,2023-11-23T12:11:43.879Z,2023-11-23T12:12:31.565Z
All,13358,130,DONE,relevant-2,Empirical study,2023-11-23T12:12:31.933Z,2023-11-23T12:12:33.197Z
All,13358,130,DONE,relevant-3,Yes,2023-11-23T12:12:33.377Z,2023-11-23T12:12:34.221Z
All,2901,130,DONE,relevant-1,No (or unclear),2023-11-23T12:12:34.838Z,2023-11-23T12:13:21.478Z
All,2901,130,DONE,relevant-2,IRRELEVANT,,
All,2901,130,DONE,relevant-3,IRRELEVANT,,
All,7674,130,DONE,relevant-1,Yes,2023-11-23T12:13:22.198Z,2023-11-23T12:13:56.421Z
All,7674,130,DONE,relevant-2,Empirical study,2023-11-23T12:13:56.772Z,2023-11-23T12:15:00.542Z
All,7674,130,DONE,relevant-3,Yes,2023-11-23T12:15:00.731Z,2023-11-23T12:15:56.271Z
All,12679,130,DONE,relevant-1,Yes,2023-11-23T12:16:04.634Z,2023-11-23T12:16:24.638Z
All,12679,130,DONE,relevant-2,Empirical study,2023-11-23T12:16:24.982Z,2023-11-23T12:16:26.159Z
All,12679,130,DONE,relevant-3,Yes,2023-11-23T12:16:26.342Z,2023-11-23T12:16:27.327Z
All,4655,130,DONE,relevant-1,Yes,2023-11-23T12:16:27.958Z,2023-11-23T12:17:00.015Z
All,4655,130,DONE,relevant-2,Empirical study,2023-11-23T12:17:00.362Z,2023-11-23T12:17:02.054Z
All,4655,130,DONE,relevant-3,Yes,2023-11-23T12:17:02.238Z,2023-11-23T12:17:12.783Z
All,11372,130,DONE,relevant-1,Yes,2023-11-23T12:17:13.400Z,2023-11-23T12:18:33.191Z
All,11372,130,DONE,relevant-2,Overview,2023-11-23T12:18:33.549Z,2023-11-23T12:18:34.334Z
All,11372,130,DONE,relevant-3,IRRELEVANT,,
All,2160,130,DONE,relevant-1,Yes,2023-11-23T12:18:34.950Z,2023-11-23T12:19:01.543Z
All,2160,130,DONE,relevant-2,Methodological paper,2023-11-23T12:19:01.950Z,2023-11-23T12:19:02.727Z
All,2160,130,DONE,relevant-3,Yes,2023-11-23T12:19:02.907Z,2023-11-23T12:19:03.799Z
All,3479,130,DONE,relevant-1,Yes,2023-11-23T12:19:04.426Z,2023-11-23T12:19:37.743Z
All,3479,130,DONE,relevant-2,Empirical study,2023-11-23T12:19:38.097Z,2023-11-23T12:19:59.903Z
All,3479,130,DONE,relevant-3,No (or unclear),2023-11-23T12:20:00.095Z,2023-11-23T12:20:01.463Z
All,1949,130,DONE,relevant-1,No (or unclear),2023-11-23T12:20:02.103Z,2023-11-23T12:20:54.161Z
All,1949,130,DONE,relevant-2,IRRELEVANT,,
All,1949,130,DONE,relevant-3,IRRELEVANT,,
All,2581,130,DONE,relevant-1,Yes,2023-11-23T12:20:54.875Z,2023-11-23T12:21:37.265Z
All,2581,130,DONE,relevant-2,Methodological paper,2023-11-23T12:21:37.620Z,2023-11-23T12:21:39.474Z
All,2581,130,DONE,relevant-3,No (or unclear),2023-11-23T12:21:39.653Z,2023-11-23T12:21:42.082Z
All,1531,130,DONE,relevant-1,Yes,2023-11-23T12:21:42.709Z,2023-11-23T12:22:55.115Z
All,1531,130,DONE,relevant-2,Methodological paper,2023-11-23T12:22:55.471Z,2023-11-23T12:22:56.547Z
All,1531,130,DONE,relevant-3,Yes,2023-11-23T12:22:56.735Z,2023-11-23T12:22:57.371Z
All,15584,130,DONE,relevant-1,Yes,2023-11-23T12:22:57.994Z,2023-11-23T12:23:25.523Z
All,15584,130,DONE,relevant-2,Methodological paper,2023-11-23T12:23:25.873Z,2023-11-23T12:23:30.811Z
All,15584,130,DONE,relevant-3,Yes,2023-11-23T12:23:30.990Z,2023-11-23T12:23:31.691Z
All,7931,130,DONE,relevant-1,Yes,2023-11-23T12:23:32.312Z,2023-11-23T12:23:45.139Z
All,7931,130,DONE,relevant-2,Overview,2023-11-23T12:23:45.486Z,2023-11-23T12:23:46.187Z
All,7931,130,DONE,relevant-3,IRRELEVANT,,
All,15205,130,DONE,relevant-1,Yes,2023-11-23T12:23:46.803Z,2023-11-23T12:24:04.700Z
All,15205,130,DONE,relevant-2,Empirical study,2023-11-23T12:24:05.044Z,2023-11-23T12:24:09.747Z
All,15205,130,DONE,relevant-3,Yes,2023-11-23T12:24:09.951Z,2023-11-23T12:24:12.571Z
All,4638,130,DONE,relevant-1,Yes,2023-11-23T12:24:13.197Z,2023-11-23T12:24:52.621Z
All,4638,130,DONE,relevant-2,Methodological paper,2023-11-23T12:24:53.000Z,2023-11-23T12:24:53.901Z
All,4638,130,DONE,relevant-3,Yes,2023-11-23T12:24:54.095Z,2023-11-23T12:24:54.644Z
All,6626,130,DONE,relevant-1,Yes,2023-11-23T12:24:55.270Z,2023-11-23T12:25:46.381Z
All,6626,130,DONE,relevant-2,Empirical study,2023-11-23T12:25:46.732Z,2023-11-23T12:25:50.221Z
All,6626,130,DONE,relevant-3,Yes,2023-11-23T12:25:50.414Z,2023-11-23T12:26:28.533Z
All,4349,130,DONE,relevant-1,Yes,2023-11-23T12:26:29.156Z,2023-11-23T12:28:31.285Z
All,4349,130,DONE,relevant-2,Methodological paper,2023-11-23T12:28:31.642Z,2023-11-23T12:28:33.781Z
All,4349,130,DONE,relevant-3,Yes,2023-11-23T12:28:33.965Z,2023-11-23T12:28:36.461Z
All,1222,130,DONE,relevant-1,Yes,2023-11-23T12:28:37.101Z,2023-11-23T12:29:08.134Z
All,1222,130,DONE,relevant-2,Methodological paper,2023-11-23T12:29:08.495Z,2023-11-23T12:29:09.646Z
All,1222,130,DONE,relevant-3,Yes,2023-11-23T12:29:09.826Z,2023-11-23T12:29:10.590Z
All,12735,130,DONE,relevant-1,Yes,2023-11-23T12:29:11.209Z,2023-11-23T12:30:21.750Z
All,12735,130,DONE,relevant-2,Methodological paper,2023-11-23T12:30:22.107Z,2023-11-23T12:30:29.534Z
All,12735,130,DONE,relevant-3,Yes,2023-11-23T12:30:29.714Z,2023-11-23T12:31:06.558Z
All,12321,130,DONE,relevant-1,Yes,2023-11-23T12:31:07.177Z,2023-11-23T12:31:23.438Z
All,12321,130,DONE,relevant-2,Methodological paper,2023-11-23T12:31:23.793Z,2023-11-23T12:31:24.886Z
All,12321,130,DONE,relevant-3,Yes,2023-11-23T12:31:25.091Z,2023-11-23T12:31:25.790Z
All,12821,130,DONE,relevant-1,Yes,2023-11-23T12:31:26.414Z,2023-11-23T12:31:47.302Z
All,12821,130,DONE,relevant-2,Methodological paper,2023-11-23T12:31:47.661Z,2023-11-23T12:31:49.054Z
All,12821,130,DONE,relevant-3,Yes,2023-11-23T12:31:49.240Z,2023-11-23T12:31:50.078Z
All,2859,130,DONE,relevant-1,Yes,2023-11-23T12:31:50.696Z,2023-11-23T12:32:22.662Z
All,2859,130,DONE,relevant-2,Methodological paper,2023-11-23T12:32:23.023Z,2023-11-23T12:32:28.199Z
All,2859,130,DONE,relevant-3,Yes,2023-11-23T12:32:28.379Z,2023-11-23T12:32:29.375Z
All,5416,130,DONE,relevant-1,Yes,2023-11-23T12:32:29.999Z,2023-11-23T12:33:02.807Z
All,5416,130,DONE,relevant-2,Methodological paper,2023-11-23T12:33:03.152Z,2023-11-23T12:33:03.911Z
All,5416,130,DONE,relevant-3,Yes,2023-11-23T12:33:04.105Z,2023-11-23T12:33:04.831Z
All,8694,128,DONE,relevant-1,Yes,2023-11-23T13:39:55.637Z,2023-11-23T13:44:22.417Z
All,8694,128,DONE,relevant-2,Empirical study,2023-11-23T13:44:22.901Z,2023-11-23T13:44:39.813Z
All,8694,128,DONE,relevant-3,Yes,2023-11-23T13:44:40.078Z,2023-11-23T13:44:49.804Z
All,6029,128,DONE,relevant-1,Yes,2023-11-23T13:44:50.562Z,2023-11-23T13:46:48.406Z
All,6029,128,DONE,relevant-2,Methodological paper,2023-11-23T13:46:48.874Z,2023-11-23T13:46:56.790Z
All,6029,128,DONE,relevant-3,Yes,2023-11-23T13:46:57.030Z,2023-11-23T13:46:58.408Z
All,6633,128,DONE,relevant-1,No (or unclear),2023-11-23T13:46:59.164Z,2023-11-23T13:50:56.358Z
All,6633,128,DONE,relevant-2,IRRELEVANT,,
All,6633,128,DONE,relevant-3,IRRELEVANT,,
All,15018,128,DONE,relevant-1,Yes,2023-11-23T13:50:57.308Z,2023-11-23T13:53:26.679Z
All,15018,128,DONE,relevant-2,Overview,2023-11-23T13:53:27.143Z,2023-11-23T13:53:28.694Z
All,15018,128,DONE,relevant-3,IRRELEVANT,,
All,5076,128,DONE,relevant-1,Yes,2023-11-23T13:53:29.410Z,2023-11-23T17:34:02.466Z
All,5076,128,DONE,relevant-2,Empirical study,2023-11-23T17:34:03.503Z,2023-11-23T17:34:04.506Z
All,5076,128,DONE,relevant-3,Yes,2023-11-23T17:34:04.743Z,2023-11-23T17:34:06.192Z
All,13358,128,DONE,relevant-1,Yes,2023-11-23T17:34:07.248Z,2023-11-23T17:35:41.638Z
All,13358,128,DONE,relevant-2,Empirical study,2023-11-23T17:35:42.079Z,2023-11-23T17:35:43.919Z
All,13358,128,DONE,relevant-3,Yes,2023-11-23T17:35:44.140Z,2023-11-23T17:35:45.172Z
All,2901,128,DONE,relevant-1,No (or unclear),2023-11-23T17:35:45.996Z,2023-11-23T17:36:38.686Z
All,2901,128,DONE,relevant-2,IRRELEVANT,,
All,2901,128,DONE,relevant-3,IRRELEVANT,,
All,7674,128,DONE,relevant-1,Yes,2023-11-25T09:39:14.633Z,2023-11-25T09:42:15.022Z
All,7674,128,DONE,relevant-2,Empirical study,2023-11-25T09:42:15.521Z,2023-11-25T09:42:17.025Z
All,7674,128,DONE,relevant-3,Yes,2023-11-25T09:42:17.248Z,2023-11-25T09:42:18.260Z
All,878,119,DONE,relevant-1,Yes,2023-11-24T11:36:43.890Z,2023-11-24T11:49:28.027Z
All,878,119,DONE,relevant-2,Methodological paper,2023-11-24T11:49:28.475Z,2023-11-24T11:50:49.497Z
